ID,Session,VPCode,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,TFPred1,TFPred2,TFPred3,TFPred4,TFPred5,TFPred6,Prediction1,Prediction2,Prediction3,Prediction4,Prediction5,Prediction6,idFinal_Questionnaire,Session,Date,VPCode,UEQS_1,UEQS_2,UEQS_3,UEQS_4,UEQS_5,UEQS_6,UEQS_7,UEQS_8,GQS_3_1,GQS_3_2,GQS_3_3,GQS_3_4,GQS_3_5,GQS_4_1,GQS_4_2,GQS_4_3,GQS_4_4,GQS_4_5,GQS_5_1,GQS_5_2,GQS_5_3,KIT_1,KIT_2,KIT_3,KIT_4,KIT_5,KIT_6,KIT_7,KIT_8,KIT_9,KIT_10,KIT_11,KUSIV3_1,KUSIV3_2,KUSIV3_3,Fun,SD_Gender,SD_Age,Notes,Date,Session,VPCode,Informing,Consent
421,6be949ff708f1990dccb17b963dd981b,ANJA03,5,5,5,2,5,5,1,1,1,2,4,NULL,NULL,4,4,3,NULL,NULL,NULL,3,4,NULL,NULL,4,3,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,4,NULL,NULL,5,4,5,5,NULL,5,NULL,NULL,NULL,1,NULL,NULL,0,0,0,0,1,0,3,3,3,4,2,3,311,6be949ff708f1990dccb17b963dd981b,"2021-04-13 11:26:19",ANJA03,6,6,5,6,7,7,6,7,4,5,5,4,5,5,4,3,2,3,2,4,3,2,6,5,5,6,1,1,1,1,2,4,NULL,NULL,NULL,5,0,22,NULL,"2021-04-13 11:26:19",6be949ff708f1990dccb17b963dd981b,ANJA03,1,1
422,596baf3c2e5b584ffd56e6f936f0fce3,SAJO07,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,312,596baf3c2e5b584ffd56e6f936f0fce3,"2021-04-13 13:04:06",SAJO07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-13 13:04:05",596baf3c2e5b584ffd56e6f936f0fce3,SAJO07,1,1
423,817fff6d21beb4adf88c4ea0fd35e42f,HEER12,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,313,817fff6d21beb4adf88c4ea0fd35e42f,"2021-04-13 13:38:13",HEER12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-13 13:38:12",817fff6d21beb4adf88c4ea0fd35e42f,HEER12,1,1
424,e47d089e50e6d6b6bf963cf102b2f44e,,4,4,3,3,4,4,1,2,3,2,4,NULL,NULL,5,4,4,NULL,1,NULL,2,3,NULL,NULL,3,5,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,2,1,4,5,NULL,4,NULL,NULL,NULL,2,NULL,NULL,0,0,0,0,0,1,5,3,3,4,2,4,314,e47d089e50e6d6b6bf963cf102b2f44e,"2021-04-13 14:22:17",,2,5,2,4,2,2,5,5,2,3,3,3,3,1,3,3,1,3,5,1,1,3,3,2,4,4,3,1,1,2,3,4,NULL,NULL,NULL,2,1,25,NULL,"2021-04-13 14:22:16",e47d089e50e6d6b6bf963cf102b2f44e,,1,1
425,d1802178eea13a220c726845e9c03be9,ELAN01,2,4,2,NULL,4,4,4,4,2,2,5,NULL,NULL,3,2,4,NULL,NULL,NULL,3,3,NULL,NULL,3,4,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,2,NULL,NULL,2,3,4,2,NULL,5,NULL,NULL,NULL,1,NULL,NULL,1,0,0,1,1,1,4,3,3,4,2,3,315,d1802178eea13a220c726845e9c03be9,"2021-04-13 15:11:39",ELAN01,4,5,3,3,5,6,3,4,3,4,4,3,3,3,4,3,4,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-13 15:11:39",d1802178eea13a220c726845e9c03be9,ELAN01,1,1
426,988a56e12ff67f7af9dae97b2dc677a2,SYDI05,3,5,3,4,5,5,3,1,2,1,5,NULL,NULL,5,5,5,NULL,1,NULL,1,3,NULL,NULL,2,5,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,1,3,4,NULL,NULL,5,NULL,NULL,NULL,1,NULL,NULL,0,1,0,0,0,0,4,3,3,3,2,3,316,988a56e12ff67f7af9dae97b2dc677a2,"2021-04-13 16:24:06",SYDI05,4,5,4,6,2,5,2,2,2,3,3,4,2,1,3,3,2,3,5,2,2,6,4,5,5,3,2,2,2,3,2,3,NULL,NULL,NULL,2,1,35,NULL,"2021-04-13 16:24:06",988a56e12ff67f7af9dae97b2dc677a2,SYDI05,1,1
427,03b386b2ae0166c858b140e00bcbfa35,MOST11,4,5,4,4,2,2,2,2,2,2,3,NULL,NULL,4,3,4,NULL,NULL,NULL,3,2,NULL,NULL,1,2,3,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,4,4,4,4,NULL,3,NULL,NULL,NULL,3,NULL,NULL,0,0,0,0,1,0,2,3,3,3,2,4,317,03b386b2ae0166c858b140e00bcbfa35,"2021-04-13 16:45:21",MOST11,2,3,1,5,5,5,2,2,4,5,4,2,4,1,2,3,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-13 16:45:21",03b386b2ae0166c858b140e00bcbfa35,MOST11,1,1
428,b6836d1da77186e98b318089c0068f58,GIJO10,3,4,2,NULL,4,NULL,4,1,3,4,2,NULL,NULL,4,4,5,NULL,NULL,NULL,2,4,NULL,NULL,5,4,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,NULL,NULL,4,2,5,4,NULL,5,NULL,NULL,NULL,1,NULL,NULL,0,0,1,1,1,0,4,3,3,3,2,4,318,b6836d1da77186e98b318089c0068f58,"2021-04-13 17:40:48",GIJO10,4,7,3,3,7,7,7,7,4,4,5,4,4,2,4,3,4,3,5,1,1,4,5,5,5,3,3,2,2,3,3,3,NULL,NULL,NULL,5,1,23,NULL,"2021-04-13 17:40:48",b6836d1da77186e98b318089c0068f58,GIJO10,1,1
429,75e431ff44346ad55113660e782bf036,MAMA03,3,3,5,4,4,4,4,3,1,2,3,NULL,NULL,5,3,4,NULL,2,NULL,2,2,NULL,NULL,3,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,4,3,2,2,NULL,3,NULL,NULL,NULL,4,NULL,NULL,1,0,0,0,0,1,3,3,2,3,3,3,319,75e431ff44346ad55113660e782bf036,"2021-04-13 20:17:30",MAMA03,4,4,4,4,5,4,1,5,3,3,3,3,3,3,3,4,4,1,3,3,3,6,7,7,4,4,4,4,1,7,1,1,NULL,NULL,NULL,NULL,0,23,NULL,"2021-04-13 20:17:29",75e431ff44346ad55113660e782bf036,MAMA03,1,1
430,8f9248522de685f1564d09bd2067b719,BRFR06,2,2,2,2,2,2,5,3,4,4,3,NULL,NULL,5,2,4,NULL,4,NULL,4,2,NULL,NULL,2,2,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3,NULL,NULL,2,4,4,NULL,NULL,4,NULL,NULL,NULL,1,NULL,NULL,1,1,0,0,0,0,2,3,3,4,3,4,320,8f9248522de685f1564d09bd2067b719,"2021-04-13 20:39:18",BRFR06,4,6,5,6,6,5,5,5,4,4,3,3,3,4,3,3,4,3,4,3,4,5,4,3,4,3,4,4,5,5,4,4,NULL,NULL,NULL,4,1,31,NULL,"2021-04-13 20:39:18",8f9248522de685f1564d09bd2067b719,BRFR06,1,1
431,7e18995844aa0992dba59482a8ef2825,INHI08,4,5,4,NULL,5,NULL,2,5,2,2,3,NULL,NULL,4,3,4,NULL,4,NULL,2,4,NULL,NULL,2,5,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,5,NULL,NULL,5,3,4,4,NULL,4,NULL,NULL,NULL,1,NULL,NULL,0,0,1,1,0,1,5,3,3,3,2,4,321,7e18995844aa0992dba59482a8ef2825,"2021-04-13 20:41:11",INHI08,4,5,3,5,5,4,4,3,3,4,4,3,3,3,3,3,4,3,3,4,4,4,5,3,5,3,4,4,4,3,3,4,NULL,NULL,NULL,4,0,31,NULL,"2021-04-13 20:41:11",7e18995844aa0992dba59482a8ef2825,INHI08,1,1
432,23a81d844f0c00a00bd2b7a1b52baefc,MAHO05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,322,23a81d844f0c00a00bd2b7a1b52baefc,"2021-04-13 20:55:04",MAHO05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-13 20:55:04",23a81d844f0c00a00bd2b7a1b52baefc,MAHO05,1,1
433,021b32163c51848a13c59ff9b4f15935,KLBI10,4,4,4,4,4,NULL,3,1,2,2,4,NULL,NULL,4,4,4,NULL,NULL,NULL,2,1,NULL,NULL,2,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,2,2,4,NULL,NULL,4,NULL,NULL,NULL,2,NULL,NULL,1,1,1,0,1,1,2,3,2,3,2,3,323,021b32163c51848a13c59ff9b4f15935,"2021-04-13 21:53:39",KLBI10,5,6,5,6,6,6,6,6,4,4,4,4,4,3,3,3,4,4,4,2,4,2,2,2,5,3,2,5,5,5,5,5,NULL,NULL,NULL,5,0,24,NULL,"2021-04-13 21:53:39",021b32163c51848a13c59ff9b4f15935,KLBI10,1,1
434,9245eff0fd28a59f726a21a446a6f98e,FAGÖ12,5,4,4,4,4,4,1,1,1,1,4,NULL,NULL,4,3,4,NULL,2,NULL,2,3,NULL,NULL,4,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,4,NULL,NULL,3,2,4,4,NULL,4,NULL,NULL,NULL,2,NULL,NULL,1,0,0,0,0,0,3,3,3,3,3,3,324,9245eff0fd28a59f726a21a446a6f98e,"2021-04-14 07:04:17",FAGÖ12,4,5,4,3,2,2,3,3,3,1,1,2,1,3,2,1,3,1,4,4,4,4,5,5,5,4,2,2,2,3,2,4,NULL,NULL,NULL,4,0,23,NULL,"2021-04-14 07:04:17",9245eff0fd28a59f726a21a446a6f98e,FAGÖ12,1,1
435,64b0175ec19316caeeaca3e7e484f093,SITH07,5,3,4,4,4,4,2,1,2,1,4,NULL,NULL,3,3,4,NULL,NULL,NULL,1,1,NULL,NULL,2,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,2,3,4,NULL,NULL,4,NULL,NULL,NULL,2,NULL,NULL,1,1,0,0,1,0,3,3,2,3,2,3,325,64b0175ec19316caeeaca3e7e484f093,"2021-04-14 08:07:37",SITH07,3,6,3,5,6,2,5,5,4,5,5,4,4,2,3,3,4,4,4,2,2,3,2,4,3,1,4,2,3,4,3,4,NULL,NULL,NULL,5,0,22,NULL,"2021-04-14 08:07:37",64b0175ec19316caeeaca3e7e484f093,SITH07,1,1
436,b0714678543c281aeaefc9d9299b9e6c,ANWE05,5,5,5,NULL,5,5,1,1,1,2,3,NULL,NULL,3,3,5,NULL,NULL,NULL,2,4,NULL,NULL,5,5,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,2,2,5,4,NULL,4,NULL,NULL,NULL,1,NULL,NULL,0,0,0,1,1,0,5,3,2,4,2,3,326,b0714678543c281aeaefc9d9299b9e6c,"2021-04-14 08:19:23",ANWE05,4,7,5,7,6,6,6,6,3,5,5,5,5,2,3,4,3,5,5,2,1,3,5,6,1,1,4,3,3,3,3,2,NULL,NULL,NULL,5,0,25,NULL,"2021-04-14 08:19:23",b0714678543c281aeaefc9d9299b9e6c,ANWE05,1,1
437,8b98e41b656f6d8c2dc330a3c3e7ed93,HEAD03,5,NULL,4,NULL,5,NULL,5,4,5,NULL,NULL,NULL,NULL,3,NULL,5,NULL,NULL,NULL,2,4,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,4,NULL,NULL,3,2,5,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,NULL,NULL,3,3,4,4,NULL,NULL,327,8b98e41b656f6d8c2dc330a3c3e7ed93,"2021-04-14 08:49:57",HEAD03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-14 08:49:57",8b98e41b656f6d8c2dc330a3c3e7ed93,HEAD03,1,1
438,a830afaa17bb3bd4991b2531fb1b79bb,KAJU05,4,4,2,NULL,3,3,4,4,4,4,4,NULL,NULL,4,3,3,NULL,2,NULL,2,3,NULL,NULL,2,4,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,4,NULL,NULL,1,2,4,4,NULL,2,NULL,NULL,NULL,4,NULL,NULL,1,0,0,1,0,1,3,2,4,4,2,4,328,a830afaa17bb3bd4991b2531fb1b79bb,"2021-04-14 08:54:31",KAJU05,5,5,6,6,5,6,6,5,5,4,4,5,4,3,3,3,3,3,4,4,4,3,2,3,2,2,5,5,6,6,5,5,NULL,NULL,NULL,4,1,27,NULL,"2021-04-14 08:54:30",a830afaa17bb3bd4991b2531fb1b79bb,KAJU05,1,1
439,5d871bb423d424ec129b04ba1a0de5e5,HEAD03,5,5,5,5,5,5,1,2,5,1,5,NULL,NULL,2,2,4,NULL,1,NULL,3,5,NULL,NULL,5,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,4,2,5,5,NULL,5,NULL,NULL,NULL,1,NULL,NULL,1,0,0,0,0,0,4,3,4,4,2,4,329,5d871bb423d424ec129b04ba1a0de5e5,"2021-04-14 08:56:13",HEAD03,5,4,1,7,1,1,1,3,4,4,4,4,4,3,3,3,3,3,5,3,3,3,3,6,5,2,2,2,2,2,2,7,NULL,NULL,NULL,2,0,51,NULL,"2021-04-14 08:56:13",5d871bb423d424ec129b04ba1a0de5e5,HEAD03,1,1
440,22f825f6609f1d7883c18ad6b9d782e2,MOHE12,3,3,2,NULL,3,4,2,3,1,4,5,NULL,NULL,5,5,4,NULL,3,NULL,1,2,NULL,NULL,2,2,3,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,3,3,4,2,NULL,4,NULL,NULL,NULL,1,NULL,NULL,0,0,0,1,0,1,2,3,3,3,2,4,330,22f825f6609f1d7883c18ad6b9d782e2,"2021-04-14 15:47:33",MOHE12,6,3,5,3,5,5,6,6,4,4,4,4,4,4,4,5,4,4,4,4,4,6,5,3,4,5,5,4,6,5,7,5,NULL,NULL,NULL,NULL,0,23,NULL,"2021-04-14 15:47:33",22f825f6609f1d7883c18ad6b9d782e2,MOHE12,1,1
441,1633d637ee4b03e20930b725a7aa5c33,LYWO01,4,3,5,NULL,3,NULL,5,3,2,2,3,NULL,NULL,4,2,4,NULL,3,NULL,4,4,NULL,NULL,4,4,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,5,NULL,NULL,5,3,4,4,NULL,3,NULL,NULL,NULL,3,NULL,NULL,0,0,1,1,0,1,5,3,4,3,4,3,331,1633d637ee4b03e20930b725a7aa5c33,"2021-04-14 16:32:28",LYWO01,6,7,6,7,7,7,5,5,5,5,5,4,4,4,4,4,3,4,4,1,2,2,2,2,2,2,4,5,5,4,4,4,NULL,NULL,NULL,5,1,34,NULL,"2021-04-14 16:32:28",1633d637ee4b03e20930b725a7aa5c33,LYWO01,1,1
442,a5d868e000ebef1de891b9844352fe34,BEKU05,NULL,NULL,5,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,4,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,5,5,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,4,3,NULL,NULL,NULL,NULL,332,a5d868e000ebef1de891b9844352fe34,"2021-04-14 17:37:40",BEKU05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-14 17:37:40",a5d868e000ebef1de891b9844352fe34,BEKU05,1,1
443,b362b707077069a307f35002abb2f277,SAFR10,5,5,5,NULL,5,NULL,2,1,5,1,5,NULL,NULL,5,5,5,NULL,NULL,NULL,1,3,NULL,NULL,4,4,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,NULL,NULL,4,3,4,4,NULL,4,NULL,NULL,NULL,2,NULL,NULL,0,0,1,1,1,1,4,2,4,4,2,3,333,b362b707077069a307f35002abb2f277,"2021-04-14 17:38:43",SAFR10,6,5,7,6,5,6,5,4,5,5,5,3,5,3,3,3,3,3,3,3,3,1,1,1,1,1,3,4,5,3,3,4,NULL,NULL,NULL,4,0,24,NULL,"2021-04-14 17:38:43",b362b707077069a307f35002abb2f277,SAFR10,1,1
444,f493a7713f825a46cec36afe709eb75a,BEKU05,4,5,5,NULL,5,5,1,1,1,1,4,NULL,NULL,5,4,4,NULL,1,NULL,2,3,NULL,NULL,4,4,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,2,2,5,5,NULL,5,NULL,NULL,NULL,1,NULL,NULL,0,0,0,1,0,0,4,3,3,4,2,3,334,f493a7713f825a46cec36afe709eb75a,"2021-04-14 17:41:58",BEKU05,5,7,6,5,7,7,6,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-14 17:41:58",f493a7713f825a46cec36afe709eb75a,BEKU05,1,1
445,7f28224b132a9b880140570122bb2366,UTST09,5,4,5,NULL,5,5,1,1,1,1,5,NULL,NULL,4,4,5,NULL,NULL,NULL,3,3,NULL,NULL,4,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,NULL,NULL,1,3,3,2,NULL,3,NULL,NULL,NULL,3,NULL,NULL,1,0,0,1,1,0,2,3,3,4,2,4,335,7f28224b132a9b880140570122bb2366,"2021-04-14 17:58:25",UTST09,4,6,3,6,5,5,5,5,4,4,4,3,3,3,4,4,4,3,4,2,3,3,5,5,5,2,3,3,3,4,4,2,NULL,NULL,NULL,NULL,0,26,NULL,"2021-04-14 17:58:25",7f28224b132a9b880140570122bb2366,UTST09,1,1
446,25cc06244048325e181e591702569b90,KAMA08,4,2,4,5,2,5,2,3,2,1,1,NULL,NULL,4,4,3,NULL,NULL,NULL,2,1,NULL,NULL,1,3,3,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,4,NULL,NULL,3,4,4,5,NULL,2,NULL,NULL,NULL,1,NULL,NULL,0,0,0,0,1,0,3,2,3,4,2,4,336,25cc06244048325e181e591702569b90,"2021-04-14 18:07:13",KAMA08,4,5,2,3,2,3,4,4,3,4,4,4,5,2,2,4,2,3,4,1,1,5,4,6,3,4,2,1,2,4,2,2,NULL,NULL,NULL,2,1,30,NULL,"2021-04-14 18:07:13",25cc06244048325e181e591702569b90,KAMA08,1,1
447,fb3de42587fa139be68f5c02eba15257,KM,5,5,4,NULL,5,NULL,1,4,1,1,4,NULL,NULL,3,3,5,NULL,3,NULL,1,4,NULL,NULL,4,5,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,5,NULL,NULL,5,2,5,5,NULL,5,NULL,NULL,NULL,2,NULL,NULL,0,0,1,1,0,0,4,3,3,4,2,3,337,fb3de42587fa139be68f5c02eba15257,"2021-04-14 18:14:53",KM,2,2,2,2,5,5,5,5,3,3,3,3,3,2,2,2,2,2,5,1,5,6,6,6,3,1,1,1,1,1,1,2,NULL,NULL,NULL,5,0,38,NULL,"2021-04-14 18:14:53",fb3de42587fa139be68f5c02eba15257,KM,1,1
448,0a9d8df95163127e95b9d6c501458918,HEBE08,2,1,1,2,1,2,4,1,4,4,3,NULL,NULL,3,3,4,NULL,NULL,NULL,2,3,NULL,NULL,4,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,1,NULL,NULL,1,1,3,NULL,NULL,4,NULL,NULL,NULL,1,NULL,NULL,1,1,0,0,1,1,3,3,3,4,2,4,338,0a9d8df95163127e95b9d6c501458918,"2021-04-14 18:35:04",HEBE08,4,7,2,6,2,2,3,3,4,5,5,5,5,2,3,4,3,4,5,1,1,1,5,2,1,1,1,1,1,4,4,1,NULL,NULL,NULL,1,1,25,NULL,"2021-04-14 18:35:04",0a9d8df95163127e95b9d6c501458918,HEBE08,1,1
449,55ced5f309ce2e97b2418bb78e6900ac,SIRO08,5,3,2,NULL,3,4,1,1,2,2,4,NULL,NULL,3,4,5,NULL,1,NULL,1,2,NULL,NULL,4,4,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,1,1,4,4,NULL,5,NULL,NULL,NULL,1,NULL,NULL,0,0,0,1,0,1,4,3,2,4,2,4,339,55ced5f309ce2e97b2418bb78e6900ac,"2021-04-14 18:45:26",SIRO08,6,6,4,5,5,5,4,4,3,4,4,4,4,4,3,3,3,3,5,5,5,4,5,4,4,3,4,3,4,4,4,1,NULL,NULL,NULL,4,1,27,NULL,"2021-04-14 18:45:26",55ced5f309ce2e97b2418bb78e6900ac,SIRO08,1,1
450,8b6f3de35121837ca9ce4245f4a77b24,SUOL06,5,NULL,5,4,5,5,2,1,1,NULL,NULL,NULL,NULL,2,NULL,4,NULL,NULL,NULL,3,2,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,2,NULL,NULL,4,2,4,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,NULL,NULL,2,3,2,3,NULL,NULL,340,8b6f3de35121837ca9ce4245f4a77b24,"2021-04-14 19:00:26",SUOL06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-14 19:00:26",8b6f3de35121837ca9ce4245f4a77b24,SUOL06,1,1
451,b4f78d616262b0cd6d5875023f79792f,ELJO05,NULL,NULL,4,NULL,4,4,2,NULL,2,NULL,NULL,NULL,NULL,5,NULL,5,NULL,NULL,NULL,1,2,NULL,NULL,NULL,2,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,3,2,4,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,NULL,NULL,2,3,3,NULL,NULL,NULL,341,b4f78d616262b0cd6d5875023f79792f,"2021-04-14 19:02:36",ELJO05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-14 19:02:36",b4f78d616262b0cd6d5875023f79792f,ELJO05,1,1
452,ce89aba35cc7366b758e0e1934831da5,SUOL06,5,NULL,5,4,5,5,2,1,1,NULL,NULL,NULL,NULL,2,NULL,4,NULL,NULL,NULL,2,2,NULL,NULL,NULL,1,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,2,2,4,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0,NULL,NULL,2,3,2,3,NULL,NULL,342,ce89aba35cc7366b758e0e1934831da5,"2021-04-14 19:03:49",SUOL06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-14 19:03:49",ce89aba35cc7366b758e0e1934831da5,SUOL06,1,1
453,f6e10b5fe3c5e8635786b6f147c0cf5a,KAKL01,4,4,5,4,4,4,2,2,2,NULL,3,NULL,NULL,2,4,5,NULL,NULL,NULL,2,2,NULL,NULL,3,2,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,3,2,4,4,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,NULL,2,3,3,3,2,NULL,343,f6e10b5fe3c5e8635786b6f147c0cf5a,"2021-04-14 19:04:38",KAKL01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-14 19:04:38",f6e10b5fe3c5e8635786b6f147c0cf5a,KAKL01,1,1
